Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nikola Jokic (21603175),Nikola Jokic,21603175,C/UTIL,12600,DEN@SAC 03/09/2022 10:00PM ET,DEN,60.75
PG,Luka Doncic (21603177),Luka Doncic,21603177,PG/G/UTIL,12300,NYK@DAL 03/09/2022 08:30PM ET,DAL,56.92
PF/C,Giannis Antetokounmpo (21603180),Giannis Antetokounmpo,21603180,PF/C/F/UTIL,12000,ATL@MIL 03/09/2022 08:00PM ET,MIL,57.97
SF,LeBron James (21603184),LeBron James,21603184,SF/F/UTIL,11600,LAL@HOU 03/09/2022 08:00PM ET,LAL,54.26
PG,Dejounte Murray (21603187),Dejounte Murray,21603187,PG/G/UTIL,11300,TOR@SAS 03/09/2022 08:30PM ET,SAS,50.64
C,Karl-Anthony Towns (21603190),Karl-Anthony Towns,21603190,C/UTIL,10800,OKC@MIN 03/09/2022 08:00PM ET,MIN,47.15
SF/PF,Jayson Tatum (21603192),Jayson Tatum,21603192,SF/PF/F/UTIL,10400,BOS@CHA 03/09/2022 07:00PM ET,BOS,46.79
PG,Trae Young (21603196),Trae Young,21603196,PG/G/UTIL,10300,ATL@MIL 03/09/2022 08:00PM ET,ATL,48.97
PG,Shai Gilgeous-Alexander (21603199),Shai Gilgeous-Alexander,21603199,PG/G/UTIL,10200,OKC@MIN 03/09/2022 08:00PM ET,OKC,42.86
PF,Julius Randle (21603202),Julius Randle,21603202,PF/F/UTIL,10100,NYK@DAL 03/09/2022 08:30PM ET,NYK,42.70
PF,Kawhi Leonard (21603205),Kawhi Leonard,21603205,PF/F/UTIL,9900,WAS@LAC 03/09/2022 10:30PM ET,LAC,0
PF,DeMar DeRozan (21603208),DeMar DeRozan,21603208,PF/F/UTIL,9800,CHI@DET 03/09/2022 07:00PM ET,CHI,44.19
C,Anthony Davis (21603211),Anthony Davis,21603211,C/UTIL,9600,LAL@HOU 03/09/2022 08:00PM ET,LAL,46.51
PF/C,Pascal Siakam (21603213),Pascal Siakam,21603213,PF/C/F/UTIL,9500,TOR@SAS 03/09/2022 08:30PM ET,TOR,43.17
C,Domantas Sabonis (21603217),Domantas Sabonis,21603217,C/UTIL,9400,DEN@SAC 03/09/2022 10:00PM ET,SAC,44.52
PG,De'Aaron Fox (21603219),De'Aaron Fox,21603219,PG/G/UTIL,9300,DEN@SAC 03/09/2022 10:00PM ET,SAC,37.82
PG,Damian Lillard (21603222),Damian Lillard,21603222,PG/G/UTIL,9200,POR@UTA 03/09/2022 10:00PM ET,POR,42.60
PF,Kyle Kuzma (21603225),Kyle Kuzma,21603225,PF/F/UTIL,9100,WAS@LAC 03/09/2022 10:30PM ET,WAS,36.79
SG,Donovan Mitchell (21603228),Donovan Mitchell,21603228,SG/G/UTIL,9000,POR@UTA 03/09/2022 10:00PM ET,UTA,42.82
SG,Paul George (21603231),Paul George,21603231,SG/G/UTIL,8900,WAS@LAC 03/09/2022 10:30PM ET,LAC,46.18
PG/SG,CJ McCollum (21603234),CJ McCollum,21603234,PG/SG/G/UTIL,8900,ORL@NOP 03/09/2022 08:00PM ET,NOP,38.84
PG,LaMelo Ball (21603242),LaMelo Ball,21603242,PG/G/UTIL,8800,BOS@CHA 03/09/2022 07:00PM ET,CHA,43.69
PG,Reggie Jackson (21603245),Reggie Jackson,21603245,PG/G/UTIL,8800,WAS@LAC 03/09/2022 10:30PM ET,LAC,30.27
PG/SG,Devin Booker (21603238),Devin Booker,21603238,PG/SG/G/UTIL,8800,PHX@MIA 03/09/2022 07:30PM ET,PHX,42.34
C,Jusuf Nurkic (21603248),Jusuf Nurkic,21603248,C/UTIL,8700,POR@UTA 03/09/2022 10:00PM ET,POR,36.15
SG,Zach LaVine (21603250),Zach LaVine,21603250,SG/G/UTIL,8600,CHI@DET 03/09/2022 07:00PM ET,CHI,39.46
SF/PF,Jimmy Butler (21603253),Jimmy Butler,21603253,SF/PF/F/UTIL,8600,PHX@MIA 03/09/2022 07:30PM ET,MIA,41.81
C,Nikola Vucevic (21603257),Nikola Vucevic,21603257,C/UTIL,8500,CHI@DET 03/09/2022 07:00PM ET,CHI,42.55
PG,Russell Westbrook (21603259),Russell Westbrook,21603259,PG/G/UTIL,8500,LAL@HOU 03/09/2022 08:00PM ET,LAL,40.49
C,Bam Adebayo (21603267),Bam Adebayo,21603267,C/UTIL,8500,PHX@MIA 03/09/2022 07:30PM ET,MIA,41.09
SG/SF,Brandon Ingram (21603262),Brandon Ingram,21603262,SG/SF/F/G/UTIL,8500,ORL@NOP 03/09/2022 08:00PM ET,NOP,40.02
PG,Anfernee Simons (21603269),Anfernee Simons,21603269,PG/G/UTIL,8400,POR@UTA 03/09/2022 10:00PM ET,POR,28.34
C,Zion Williamson (21603272),Zion Williamson,21603272,C/UTIL,8300,ORL@NOP 03/09/2022 08:00PM ET,NOP,0
PG/SF,RJ Barrett (21603281),RJ Barrett,21603281,PG/SF/F/G/UTIL,8200,NYK@DAL 03/09/2022 08:30PM ET,NYK,32.38
PG,Chris Paul (21603278),Chris Paul,21603278,PG/G/UTIL,8200,PHX@MIA 03/09/2022 07:30PM ET,PHX,41.10
PG/SG,Fred VanVleet (21603274),Fred VanVleet,21603274,PG/SG/G/UTIL,8200,TOR@SAS 03/09/2022 08:30PM ET,TOR,42.66
PG/SG,Josh Giddey (21603286),Josh Giddey,21603286,PG/SG/G/UTIL,8100,OKC@MIN 03/09/2022 08:00PM ET,OKC,34.04
PG/SG,D'Angelo Russell (21603290),D'Angelo Russell,21603290,PG/SG/G/UTIL,8100,OKC@MIN 03/09/2022 08:00PM ET,MIN,37.38
PG/SG,Terry Rozier (21603301),Terry Rozier,21603301,PG/SG/G/UTIL,8000,BOS@CHA 03/09/2022 07:00PM ET,CHA,35.93
SG/SF,Jaylen Brown (21603305),Jaylen Brown,21603305,SG/SF/F/G/UTIL,8000,BOS@CHA 03/09/2022 07:00PM ET,BOS,38.80
SG/SF,Cade Cunningham (21603296),Cade Cunningham,21603296,SG/SF/F/G/UTIL,8000,CHI@DET 03/09/2022 07:00PM ET,DET,34.88
C,Christian Wood (21603294),Christian Wood,21603294,C/UTIL,8000,LAL@HOU 03/09/2022 08:00PM ET,HOU,38.18
SG/SF,Khris Middleton (21603310),Khris Middleton,21603310,SG/SF/F/G/UTIL,8000,ATL@MIL 03/09/2022 08:00PM ET,MIL,37.47
PG,Jrue Holiday (21603317),Jrue Holiday,21603317,PG/G/UTIL,7900,ATL@MIL 03/09/2022 08:00PM ET,MIL,38.21
C,Jakob Poeltl (21603315),Jakob Poeltl,21603315,C/UTIL,7900,TOR@SAS 03/09/2022 08:30PM ET,SAS,34.11
PG,John Wall (21603327),John Wall,21603327,PG/G/UTIL,7800,LAL@HOU 03/09/2022 08:00PM ET,HOU,0
C,Rudy Gobert (21603320),Rudy Gobert,21603320,C/UTIL,7800,POR@UTA 03/09/2022 10:00PM ET,UTA,41.98
SG/SF,Anthony Edwards (21603322),Anthony Edwards,21603322,SG/SF/F/G/UTIL,7800,OKC@MIN 03/09/2022 08:00PM ET,MIN,37.37
SF/PF,Miles Bridges (21603334),Miles Bridges,21603334,SF/PF/F/UTIL,7700,BOS@CHA 03/09/2022 07:00PM ET,CHA,38.25
SF/PF,Josh Hart (21603338),Josh Hart,21603338,SF/PF/F/UTIL,7700,POR@UTA 03/09/2022 10:00PM ET,POR,31.73
SF/PF,Scottie Barnes (21603330),Scottie Barnes,21603330,SF/PF/F/UTIL,7700,TOR@SAS 03/09/2022 08:30PM ET,TOR,32.90
PF/C,Kristaps Porzingis (21603342),Kristaps Porzingis,21603342,PF/C/F/UTIL,7600,WAS@LAC 03/09/2022 10:30PM ET,WAS,37.14
PF/C,Wendell Carter Jr. (21603346),Wendell Carter Jr.,21603346,PF/C/F/UTIL,7500,ORL@NOP 03/09/2022 08:00PM ET,ORL,34.48
C,Jonas Valanciunas (21603350),Jonas Valanciunas,21603350,C/UTIL,7400,ORL@NOP 03/09/2022 08:00PM ET,NOP,38.39
C,Deandre Ayton (21603352),Deandre Ayton,21603352,C/UTIL,7300,PHX@MIA 03/09/2022 07:30PM ET,PHX,34.31
PG/SG,Tyler Herro (21603354),Tyler Herro,21603354,PG/SG/G/UTIL,7200,PHX@MIA 03/09/2022 07:30PM ET,MIA,34.38
C,Robert Williams (21603358),Robert Williams,21603358,C/UTIL,7100,BOS@CHA 03/09/2022 07:00PM ET,BOS,31.78
PG,Kyle Lowry (21603360),Kyle Lowry,21603360,PG/G/UTIL,7000,PHX@MIA 03/09/2022 07:30PM ET,MIA,33.67
PG,Lonzo Ball (21603363),Lonzo Ball,21603363,PG/G/UTIL,6900,CHI@DET 03/09/2022 07:00PM ET,CHI,33.46
PG,Cole Anthony (21603366),Cole Anthony,21603366,PG/G/UTIL,6900,ORL@NOP 03/09/2022 08:00PM ET,ORL,35.01
SG/SF,Gary Trent Jr. (21603369),Gary Trent Jr.,21603369,SG/SF/F/G/UTIL,6900,TOR@SAS 03/09/2022 08:30PM ET,TOR,29.54
C,Ivica Zubac (21603374),Ivica Zubac,21603374,C/UTIL,6800,WAS@LAC 03/09/2022 10:30PM ET,LAC,25.00
SG/SF,Mikal Bridges (21603378),Mikal Bridges,21603378,SG/SF/F/G/UTIL,6800,PHX@MIA 03/09/2022 07:30PM ET,PHX,25.82
C,Bobby Portis (21603376),Bobby Portis,21603376,C/UTIL,6800,ATL@MIL 03/09/2022 08:00PM ET,MIL,32.81
SG/SF,Bogdan Bogdanovic (21603383),Bogdan Bogdanovic,21603383,SG/SF/F/G/UTIL,6700,ATL@MIL 03/09/2022 08:00PM ET,ATL,26.96
PF,Jerami Grant (21603388),Jerami Grant,21603388,PF/F/UTIL,6600,CHI@DET 03/09/2022 07:00PM ET,DET,31.98
SF,Saddiq Bey (21603391),Saddiq Bey,21603391,SF/F/UTIL,6600,CHI@DET 03/09/2022 07:00PM ET,DET,30.38
PG,Marcus Smart (21603398),Marcus Smart,21603398,PG/G/UTIL,6500,BOS@CHA 03/09/2022 07:00PM ET,BOS,28.91
PG/SG,Jalen Brunson (21603394),Jalen Brunson,21603394,PG/SG/G/UTIL,6500,NYK@DAL 03/09/2022 08:30PM ET,DAL,30.59
PG/SG,Spencer Dinwiddie (21603401),Spencer Dinwiddie,21603401,PG/SG/G/UTIL,6500,NYK@DAL 03/09/2022 08:30PM ET,DAL,29.20
PG,Cameron Payne (21603405),Cameron Payne,21603405,PG/G/UTIL,6500,PHX@MIA 03/09/2022 07:30PM ET,PHX,22.48
PG/SG,Victor Oladipo (21603411),Victor Oladipo,21603411,PG/SG/G/UTIL,6400,PHX@MIA 03/09/2022 07:30PM ET,MIA,18.75
PF,Keldon Johnson (21603408),Keldon Johnson,21603408,PF/F/UTIL,6400,TOR@SAS 03/09/2022 08:30PM ET,SAS,28.26
PF/C,Al Horford (21603415),Al Horford,21603415,PF/C/F/UTIL,6300,BOS@CHA 03/09/2022 07:00PM ET,BOS,29.30
PG,Kevin Porter Jr. (21603419),Kevin Porter Jr.,21603419,PG/G/UTIL,6300,LAL@HOU 03/09/2022 08:00PM ET,HOU,30.43
C,Clint Capela (21603422),Clint Capela,21603422,C/UTIL,6200,ATL@MIL 03/09/2022 08:00PM ET,ATL,32.12
SF/PF,Luguentz Dort (21603424),Luguentz Dort,21603424,SF/PF/F/UTIL,6200,OKC@MIN 03/09/2022 08:00PM ET,OKC,27.90
PG,Norman Powell (21603428),Norman Powell,21603428,PG/G/UTIL,6100,WAS@LAC 03/09/2022 10:30PM ET,LAC,29.37
SF/PF,Harrison Barnes (21603431),Harrison Barnes,21603431,SF/PF/F/UTIL,6100,DEN@SAC 03/09/2022 10:00PM ET,SAC,30.48
PG,Derrick Rose (21603439),Derrick Rose,21603439,PG/G/UTIL,6000,NYK@DAL 03/09/2022 08:30PM ET,NYK,24.23
SG,Will Barton (21603447),Will Barton,21603447,SG/G/UTIL,6000,DEN@SAC 03/09/2022 10:00PM ET,DEN,29.61
PG/SF,Justise Winslow (21603442),Justise Winslow,21603442,PG/SF/F/G/UTIL,6000,POR@UTA 03/09/2022 10:00PM ET,POR,15.27
PF/C,John Collins (21603435),John Collins,21603435,PF/C/F/UTIL,6000,ATL@MIL 03/09/2022 08:00PM ET,ATL,33.29
PG/SG,Dennis Schroder (21603450),Dennis Schroder,21603450,PG/SG/G/UTIL,5900,LAL@HOU 03/09/2022 08:00PM ET,HOU,26.60
SF/PF,Marcus Morris Sr. (21603457),Marcus Morris Sr.,21603457,SF/PF/F/UTIL,5900,WAS@LAC 03/09/2022 10:30PM ET,LAC,26.32
SF,Franz Wagner (21603454),Franz Wagner,21603454,SF/F/UTIL,5900,ORL@NOP 03/09/2022 08:00PM ET,ORL,28.30
SG/SF,Terance Mann (21603465),Terance Mann,21603465,SG/SF/F/G/UTIL,5800,WAS@LAC 03/09/2022 10:30PM ET,LAC,22.92
SF/PF,Aaron Gordon (21603461),Aaron Gordon,21603461,SF/PF/F/UTIL,5800,DEN@SAC 03/09/2022 10:00PM ET,DEN,27.67
SF/PF,Aleksej Pokusevski (21603470),Aleksej Pokusevski,21603470,SF/PF/F/UTIL,5800,OKC@MIN 03/09/2022 08:00PM ET,OKC,16.70
SF/PF,Dorian Finney-Smith (21603482),Dorian Finney-Smith,21603482,SF/PF/F/UTIL,5700,NYK@DAL 03/09/2022 08:30PM ET,DAL,23.41
PG/SG,Malik Monk (21603474),Malik Monk,21603474,PG/SG/G/UTIL,5700,LAL@HOU 03/09/2022 08:00PM ET,LAL,23.70
PG/SG,Jalen Green (21603478),Jalen Green,21603478,PG/SG/G/UTIL,5700,LAL@HOU 03/09/2022 08:00PM ET,HOU,24.97
PF/C,Trendon Watford (21603486),Trendon Watford,21603486,PF/C/F/UTIL,5700,POR@UTA 03/09/2022 10:00PM ET,POR,13.21
SG/SF,Kelly Oubre Jr. (21603500),Kelly Oubre Jr.,21603500,SG/SF/F/G/UTIL,5600,BOS@CHA 03/09/2022 07:00PM ET,CHA,27.35
PG/SG,Alec Burks (21603490),Alec Burks,21603490,PG/SG/G/UTIL,5600,NYK@DAL 03/09/2022 08:30PM ET,NYK,23.88
PG,Terence Davis (21603494),Terence Davis,21603494,PG/G/UTIL,5600,DEN@SAC 03/09/2022 10:00PM ET,SAC,18.95
PG,Mike Conley (21603497),Mike Conley,21603497,PG/G/UTIL,5600,POR@UTA 03/09/2022 10:00PM ET,UTA,28.69
SF/PF,Jae Crowder (21603505),Jae Crowder,21603505,SF/PF/F/UTIL,5600,PHX@MIA 03/09/2022 07:30PM ET,PHX,22.98
SF,Gordon Hayward (21603521),Gordon Hayward,21603521,SF/F/UTIL,5500,BOS@CHA 03/09/2022 07:00PM ET,CHA,30.18
PF,Michael Porter Jr. (21603518),Michael Porter Jr.,21603518,PF/F/UTIL,5500,DEN@SAC 03/09/2022 10:00PM ET,DEN,23.64
PG,Brandon Williams (21603526),Brandon Williams,21603526,PG/G/UTIL,5500,POR@UTA 03/09/2022 10:00PM ET,POR,20.61
SF/PF,Cameron Johnson (21603511),Cameron Johnson,21603511,SF/PF/F/UTIL,5500,PHX@MIA 03/09/2022 07:30PM ET,PHX,23.34
C,Isaiah Roby (21603509),Isaiah Roby,21603509,C/UTIL,5500,OKC@MIN 03/09/2022 08:00PM ET,OKC,17.94
C,Mo Bamba (21603524),Mo Bamba,21603524,C/UTIL,5500,ORL@NOP 03/09/2022 08:00PM ET,ORL,26.97
PG,Malachi Flynn (21603515),Malachi Flynn,21603515,PG/G/UTIL,5500,TOR@SAS 03/09/2022 08:30PM ET,TOR,9.77
PG/SG,Coby White (21603529),Coby White,21603529,PG/SG/G/UTIL,5400,CHI@DET 03/09/2022 07:00PM ET,CHI,23.97
C,Isaiah Hartenstein (21603551),Isaiah Hartenstein,21603551,C/UTIL,5400,WAS@LAC 03/09/2022 10:30PM ET,LAC,19.75
PG/SG,Tre Mann (21603533),Tre Mann,21603533,PG/SG/G/UTIL,5400,OKC@MIN 03/09/2022 08:00PM ET,OKC,16.41
PG/SG,Jalen Suggs (21603537),Jalen Suggs,21603537,PG/SG/G/UTIL,5400,ORL@NOP 03/09/2022 08:00PM ET,ORL,26.16
SG/SF,OG Anunoby (21603541),OG Anunoby,21603541,SG/SF/F/G/UTIL,5400,TOR@SAS 03/09/2022 08:30PM ET,TOR,32.94
SG/SF,Devin Vassell (21603546),Devin Vassell,21603546,SG/SF/F/G/UTIL,5400,TOR@SAS 03/09/2022 08:30PM ET,SAS,23.58
C,Montrezl Harrell (21603566),Montrezl Harrell,21603566,C/UTIL,5300,BOS@CHA 03/09/2022 07:00PM ET,CHA,27.22
PF/C,PJ Washington (21603571),PJ Washington,21603571,PF/C/F/UTIL,5300,BOS@CHA 03/09/2022 07:00PM ET,CHA,23.77
SG,Evan Fournier (21603568),Evan Fournier,21603568,SG/G/UTIL,5300,NYK@DAL 03/09/2022 08:30PM ET,NYK,23.81
PF,Carmelo Anthony (21603560),Carmelo Anthony,21603560,PF/F/UTIL,5300,LAL@HOU 03/09/2022 08:00PM ET,LAL,24.42
C,DeMarcus Cousins (21603578),DeMarcus Cousins,21603578,C/UTIL,5300,DEN@SAC 03/09/2022 10:00PM ET,DEN,21.48
SF,Bojan Bogdanovic (21603563),Bojan Bogdanovic,21603563,SF/F/UTIL,5300,POR@UTA 03/09/2022 10:00PM ET,UTA,27.16
PF,Darius Bazley (21603553),Darius Bazley,21603553,PF/F/UTIL,5300,OKC@MIN 03/09/2022 08:00PM ET,OKC,23.76
PG,Patrick Beverley (21603575),Patrick Beverley,21603575,PG/G/UTIL,5300,OKC@MIN 03/09/2022 08:00PM ET,MIN,26.07
SF/PF,Chuma Okeke (21603556),Chuma Okeke,21603556,SF/PF/F/UTIL,5300,ORL@NOP 03/09/2022 08:00PM ET,ORL,21.57
PG,Ayo Dosunmu (21603582),Ayo Dosunmu,21603582,PG/G/UTIL,5200,CHI@DET 03/09/2022 07:00PM ET,CHI,18.99
C,Mitchell Robinson (21603580),Mitchell Robinson,21603580,C/UTIL,5200,NYK@DAL 03/09/2022 08:30PM ET,NYK,24.34
PG/SG,Immanuel Quickley (21603585),Immanuel Quickley,21603585,PG/SG/G/UTIL,5100,NYK@DAL 03/09/2022 08:30PM ET,NYK,19.36
PF/C,Alperen Sengun (21603592),Alperen Sengun,21603592,PF/C/F/UTIL,5100,LAL@HOU 03/09/2022 08:00PM ET,HOU,21.53
PG,Monte Morris (21603589),Monte Morris,21603589,PG/G/UTIL,5100,DEN@SAC 03/09/2022 10:00PM ET,DEN,25.11
PG/SG,Derrick White (21603606),Derrick White,21603606,PG/SG/G/UTIL,5000,BOS@CHA 03/09/2022 07:00PM ET,BOS,29.58
PF/C,Marvin Bagley III (21603596),Marvin Bagley III,21603596,PF/C/F/UTIL,5000,CHI@DET 03/09/2022 07:00PM ET,DET,21.37
SG,Kentavious Caldwell-Pope (21603600),Kentavious Caldwell-Pope,21603600,SG/G/UTIL,5000,WAS@LAC 03/09/2022 10:30PM ET,WAS,22.52
SG,Jamal Murray (21603603),Jamal Murray,21603603,SG/G/UTIL,5000,DEN@SAC 03/09/2022 10:00PM ET,DEN,0
PF/C,Jarred Vanderbilt (21603610),Jarred Vanderbilt,21603610,PF/C/F/UTIL,5000,OKC@MIN 03/09/2022 08:00PM ET,MIN,23.97
PG/SG,Jordan Clarkson (21603614),Jordan Clarkson,21603614,PG/SG/G/UTIL,4900,POR@UTA 03/09/2022 10:00PM ET,UTA,25.53
PF,Nassir Little (21603621),Nassir Little,21603621,PF/F/UTIL,4900,POR@UTA 03/09/2022 10:00PM ET,POR,21.86
SF/PF,Jaden McDaniels (21603624),Jaden McDaniels,21603624,SF/PF/F/UTIL,4900,OKC@MIN 03/09/2022 08:00PM ET,MIN,19.31
PF,Chris Boucher (21603618),Chris Boucher,21603618,PF/F/UTIL,4900,TOR@SAS 03/09/2022 08:30PM ET,TOR,20.40
PF,Jae'Sean Tate (21603637),Jae'Sean Tate,21603637,PF/F/UTIL,4800,LAL@HOU 03/09/2022 08:00PM ET,HOU,26.55
PG,Ish Smith (21603634),Ish Smith,21603634,PG/G/UTIL,4800,WAS@LAC 03/09/2022 10:30PM ET,WAS,14.04
C,Drew Eubanks (21603628),Drew Eubanks,21603628,C/UTIL,4800,POR@UTA 03/09/2022 10:00PM ET,POR,13.17
SF,De'Andre Hunter (21603640),De'Andre Hunter,21603640,SF/F/UTIL,4800,ATL@MIL 03/09/2022 08:00PM ET,ATL,21.13
SG,Malik Beasley (21603643),Malik Beasley,21603643,SG/G/UTIL,4800,OKC@MIN 03/09/2022 08:00PM ET,MIN,20.60
PF/C,Jaxson Hayes (21603630),Jaxson Hayes,21603630,PF/C/F/UTIL,4800,ORL@NOP 03/09/2022 08:00PM ET,NOP,16.60
C,Mason Plumlee (21603646),Mason Plumlee,21603646,C/UTIL,4700,BOS@CHA 03/09/2022 07:00PM ET,CHA,23.66
SG/SF,Donte DiVincenzo (21603651),Donte DiVincenzo,21603651,SG/SF/F/G/UTIL,4700,DEN@SAC 03/09/2022 10:00PM ET,SAC,18.52
PF,Danilo Gallinari (21603648),Danilo Gallinari,21603648,PF/F/UTIL,4700,ATL@MIL 03/09/2022 08:00PM ET,ATL,20.26
C,Isaiah Stewart (21603671),Isaiah Stewart,21603671,C/UTIL,4600,CHI@DET 03/09/2022 07:00PM ET,DET,22.97
PF/C,Nicolas Batum (21603667),Nicolas Batum,21603667,PF/C/F/UTIL,4600,WAS@LAC 03/09/2022 10:30PM ET,LAC,20.29
PF/C,Frank Kaminsky (21603658),Frank Kaminsky,21603658,PF/C/F/UTIL,4600,PHX@MIA 03/09/2022 07:30PM ET,PHX,21.75
SG/SF,Kevin Huerter (21603662),Kevin Huerter,21603662,SG/SF/F/G/UTIL,4600,ATL@MIL 03/09/2022 08:00PM ET,ATL,22.05
C,Larry Nance Jr. (21603656),Larry Nance Jr.,21603656,C/UTIL,4600,ORL@NOP 03/09/2022 08:00PM ET,NOP,19.56
PF/C,Kelly Olynyk (21603686),Kelly Olynyk,21603686,PF/C/F/UTIL,4500,CHI@DET 03/09/2022 07:00PM ET,DET,21.55
SG/SF,Talen Horton-Tucker (21603677),Talen Horton-Tucker,21603677,SG/SF/F/G/UTIL,4500,LAL@HOU 03/09/2022 08:00PM ET,LAL,20.16
PF/C,Robert Covington (21603682),Robert Covington,21603682,PF/C/F/UTIL,4500,WAS@LAC 03/09/2022 10:30PM ET,LAC,22.64
PG,Gabe Vincent (21603690),Gabe Vincent,21603690,PG/G/UTIL,4500,PHX@MIA 03/09/2022 07:30PM ET,MIA,19.52
SF/PF,Herbert Jones (21603673),Herbert Jones,21603673,SF/PF/F/UTIL,4500,ORL@NOP 03/09/2022 08:00PM ET,NOP,22.00
SG/SF,Hamidou Diallo (21603703),Hamidou Diallo,21603703,SG/SF/F/G/UTIL,4400,CHI@DET 03/09/2022 07:00PM ET,DET,21.71
SG/SF,Reggie Bullock (21603713),Reggie Bullock,21603713,SG/SF/F/G/UTIL,4400,NYK@DAL 03/09/2022 08:30PM ET,DAL,16.47
SG/SF,Deni Avdija (21603708),Deni Avdija,21603708,SG/SF/F/G/UTIL,4400,WAS@LAC 03/09/2022 10:30PM ET,WAS,19.34
C,Hassan Whiteside (21603693),Hassan Whiteside,21603693,C/UTIL,4400,POR@UTA 03/09/2022 10:00PM ET,UTA,22.00
SG/SF,Landry Shamet (21603718),Landry Shamet,21603718,SG/SF/F/G/UTIL,4400,PHX@MIA 03/09/2022 07:30PM ET,PHX,14.36
SF/PF,Kenrich Williams (21603695),Kenrich Williams,21603695,SF/PF/F/UTIL,4400,OKC@MIN 03/09/2022 08:00PM ET,OKC,18.48
PG/SG,Lonnie Walker IV (21603699),Lonnie Walker IV,21603699,PG/SG/G/UTIL,4400,TOR@SAS 03/09/2022 08:30PM ET,SAS,20.49
PF/C,Tristan Thompson (21603744),Tristan Thompson,21603744,PF/C/F/UTIL,4300,CHI@DET 03/09/2022 07:00PM ET,CHI,14.73
SG/SF,Eric Gordon (21603731),Eric Gordon,21603731,SG/SF/F/G/UTIL,4300,LAL@HOU 03/09/2022 08:00PM ET,HOU,22.5
PG/SG,Raul Neto (21603727),Raul Neto,21603727,PG/SG/G/UTIL,4300,WAS@LAC 03/09/2022 10:30PM ET,WAS,16.44
PG/SG,Luke Kennard (21603736),Luke Kennard,21603736,PG/SG/G/UTIL,4300,WAS@LAC 03/09/2022 10:30PM ET,LAC,21.39
SF/PF,Royce O'Neale (21603723),Royce O'Neale,21603723,SF/PF/F/UTIL,4300,POR@UTA 03/09/2022 10:00PM ET,UTA,21.43
PG/SG,Aaron Holiday (21603740),Aaron Holiday,21603740,PG/SG/G/UTIL,4300,PHX@MIA 03/09/2022 07:30PM ET,PHX,13.55
PG,Killian Hayes (21603764),Killian Hayes,21603764,PG/G/UTIL,4200,CHI@DET 03/09/2022 07:00PM ET,DET,18.73
C,Dwight Powell (21603758),Dwight Powell,21603758,C/UTIL,4200,NYK@DAL 03/09/2022 08:30PM ET,DAL,16.62
SF/PF,Jeff Green (21603760),Jeff Green,21603760,SF/PF/F/UTIL,4200,DEN@SAC 03/09/2022 10:00PM ET,DEN,17.58
SG/SF,CJ Elleby (21603750),CJ Elleby,21603750,SG/SF/F/G/UTIL,4200,POR@UTA 03/09/2022 10:00PM ET,POR,11.95
PG,Markelle Fultz (21603755),Markelle Fultz,21603755,PG/G/UTIL,4200,ORL@NOP 03/09/2022 08:00PM ET,ORL,18.88
C,Precious Achiuwa (21603748),Precious Achiuwa,21603748,C/UTIL,4200,TOR@SAS 03/09/2022 08:30PM ET,TOR,20.50
SF,Tim Hardaway Jr. (21603777),Tim Hardaway Jr.,21603777,SF/F/UTIL,4100,NYK@DAL 03/09/2022 08:30PM ET,DAL,25.07
SG/SF,Corey Kispert (21603769),Corey Kispert,21603769,SG/SF/F/G/UTIL,4100,WAS@LAC 03/09/2022 10:30PM ET,WAS,13.40
PG,Eric Bledsoe (21603774),Eric Bledsoe,21603774,PG/G/UTIL,4100,POR@UTA 03/09/2022 10:00PM ET,POR,23.06
C,Brook Lopez (21603767),Brook Lopez,21603767,C/UTIL,4100,ATL@MIL 03/09/2022 08:00PM ET,MIL,23.25
SF/PF,Grant Williams (21603802),Grant Williams,21603802,SF/PF/F/UTIL,4000,BOS@CHA 03/09/2022 07:00PM ET,BOS,16.15
PF/C,KJ Martin (21603798),KJ Martin,21603798,PF/C/F/UTIL,4000,LAL@HOU 03/09/2022 08:00PM ET,HOU,17.34
PF/C,Trey Lyles (21603784),Trey Lyles,21603784,PF/C/F/UTIL,4000,DEN@SAC 03/09/2022 10:00PM ET,SAC,18.87
SG,Keon Johnson (21603793),Keon Johnson,21603793,SG/G/UTIL,4000,POR@UTA 03/09/2022 10:00PM ET,POR,9.78
PF/C,P.J. Tucker (21603780),P.J. Tucker,21603780,PF/C/F/UTIL,4000,PHX@MIA 03/09/2022 07:30PM ET,MIA,20.50
SG/SF,Max Strus (21603788),Max Strus,21603788,SG/SF/F/G/UTIL,4000,PHX@MIA 03/09/2022 07:30PM ET,MIA,18.40
SG/SF,Grayson Allen (21603806),Grayson Allen,21603806,SG/SF/F/G/UTIL,4000,ATL@MIL 03/09/2022 08:00PM ET,MIL,20.82
C,Guillermo Hernangomez (21603796),Guillermo Hernangomez,21603796,C/UTIL,4000,ORL@NOP 03/09/2022 08:00PM ET,NOP,21.01
PG,Alex Caruso (21603822),Alex Caruso,21603822,PG/G/UTIL,3900,CHI@DET 03/09/2022 07:00PM ET,CHI,23.54
SG/SF,Quentin Grimes (21603817),Quentin Grimes,21603817,SG/SF/F/G/UTIL,3900,NYK@DAL 03/09/2022 08:30PM ET,NYK,12.79
